,size
Sm1 Zn12,1.3884615384615386
Zr1 Ge2 Rh1,1.35
Sr5 Mo2 N7,1.2464285714285714
Sc2 In1,1.5833333333333333
Ta1 Co1 Sb1,1.4166666666666665
Pr2 Se3,1.4300000000000002
Mg10 Fe9 O24,0.9767441860465117
Tm2 Mg1 S4,1.2857142857142856
Al5 Cu1 S8,1.1142857142857143
K1 Te1 Au1,1.65
Y1 S1 F1,1.1
Na1 Sm2 Se3,1.4916666666666667
Li1 Y1 Se2,1.3875
Na1 Dy3 Ti2 Sb2 O14,0.9613636363636362
U1 As2 Pd1,1.3624999999999998
Cu2 Ag2 O3,1.1
Cu2 S1 O5,0.8375
Ge3 N4,0.9071428571428571
La4 Re6 O19,0.9413793103448276
Cd1 Ge1 As2,1.275
Li1 Ti1 P1 O4,0.8928571428571428
Li10 Pb3,1.5307692307692309
K2 Na3 In1 O4,1.3750000000000002
Cs1 V2 P5 O16,0.8291666666666666
Sr4 Fe6 O13,1.0521739130434782
Ta3 Si1 Ni2,1.3583333333333334
Cs2 K1 Co1 C6 N6,1.053125
Na1 Li2 Sb1,1.5375
Nd1 Ni1 Sn1 H1,1.225
Li11 Mn13 O32,0.9526785714285713
Na2 Nb4 O11,0.9411764705882353
Cs1 Co1 C4 O4,0.915
Cs2 Te1 I6,1.6666666666666665
K2 Tc3 S6,1.3136363636363635
Na2 Ca1 P4 O12,0.8736842105263157
Hf1 N1 Cl1,1.0666666666666667
Rb4 Nb2 Si8 O23,0.9432432432432433
Ba1 Y1 Fe2 O5,1.0833333333333333
Cs3 As1,2.2375000000000003
La9 Sb5 O5,1.463157894736842
Sr1 Bi1 Cl1 O2,1.1600000000000001
Sr1 Ti1 O3,1.04
K3 Mo1 F6,1.105
Er4 Si3 O11 F2,0.895
Ge1 Te2 O6,0.8499999999999999
Rb2 Ir1 F6,1.0055555555555555
Ca2 Ru2 O7,0.9454545454545455
Na1 Sb1 C1 O2 F3,0.83125
Sb1 Xe2 O1 F15,0.6605980861244019
Ba6 Ru2 Pt1 Cl2 O12,1.132608695652174
Li4 C1 O4,0.9888888888888887
Cs1 Li3 F4,1.11875
K6 Be4 C6 O19,0.9428571428571428
Ba1 Te1 O3,1.0699999999999998
Pr1 P3 H6 O12,0.6159090909090909
Na2 Zr1 Cu2 S4,1.3166666666666667
Sr11 Os4 O24,1.0666666666666667
Zn4 P6 N12 O1,0.8608695652173913
Ca4 Si6 Pb6 Cl2 O21,1.005128205128205
Sr3 Al2 Cl2 O5,1.125
Ti1 S3,1.1
Cu4 Bi4 S9,1.223529411764706
Rb1 V1 O1 F3,0.9666666666666667
Cs1 Zn1 P1 O4,1.0499999999999998
Na3 La2 B3 O9,1.0147058823529411
Cs1 La1 S2 O8,0.9458333333333333
K3 Ni2 F7,1.0666666666666667
Ba3 Er2 P4 S16,1.198
V2 B1 P3 O12,0.7638888888888888
Na5 Bi1 P4 O14,0.9583333333333333
Ca2 Si1 O4,1.0142857142857142
Mg10 Ge3 H4 O18,0.8728571428571428
Ca1 B3 H5 O8,0.611764705882353
H11 C10 N1 O8,0.5066666666666666
Ta1 Ag1 S3,1.21
K2 P2 W1 O9,0.9392857142857143
Ba2 Al1 Cu2 F11,0.859375
Cs2 Na1 V1 F6,1.135
Ce4 Si2 S3 O7,1.05
Na4 Co3 P4 O15,0.9326923076923077
K3 Bi5 P6 O24,0.9210526315789472
Nd1 Si2 Ir2,1.35
Pr1 Si2 Pt2,1.35
Ba2 Zr6 B1 Cl17,1.2096153846153848
Yb1 Ge1 Pd1,1.4666666666666666
Cs3 Mn1 I5,1.7999999999999998
Gd1 Ni2 Sb2,1.48
Gd1 Si2 Ru2,1.32
Nd3 Mn1 Bi5,1.6611111111111112
Ba2 Ga1 Ge1 N1,1.5
C3 N4,0.6714285714285715
Sb1 Cl5,1.075
Si1 H17 C11 N1,0.45666666666666667
Ga1 Bi4 Br4,1.3666666666666667
Si1 Mo1 P3 O11,0.7593749999999999
Eu1 Ni5 P3,1.288888888888889
Y12 Ni6 Pb1,1.6578947368421053
Mg5 Pd2,1.4714285714285713
Ag1 H8 C4 S3 O3 F3,0.5772727272727272
Pu2 Pt1,1.6166666666666665
Y7 C2 I12 N1,1.4295454545454545
K1 Zr6 I14,1.4809523809523808
P1 H3 O3,0.5071428571428571
H8 N2 O1,0.3545454545454546
U3 H2 O10,0.7833333333333333
Ca1 H2 O2,0.7000000000000001
Ca1 Ta2 Tl1,1.65
Na2 H6 Pt1 O6,0.6699999999999999
Dy5 Ni1 Pb3,1.7222222222222223
Fe2 Mo4 N1,1.3214285714285712
U1 W1 C2,1.125
Ta3 In2 Cl9,1.1749999999999998
Os2 C6 S1 O6,0.76
U3 Ga5,1.46875
Ba1 Nd2 Cu1 O5,1.1333333333333333
La3 Zn3 Ge2 Sb1 O14,0.967391304347826
Y4 In1 Ir1,1.6833333333333333
Bi4 O5,1.0444444444444445
K57 Se34,1.807692307692308
Sb2 P3 H3 O9,0.7088235294117646
K1 Y1 H4 C4 O9,0.6947368421052631
Nd2 P3 H5 O10,0.6975
Sb1 H32 C8 N4 Cl7,0.4740384615384615
Na1 Ca9 Sc1 Zn9 Si20 O60,0.8975000000000001
Mg1 Cd1 H4 N4 O10,0.6325000000000001
H8 S1 N2 O6,0.4647058823529412
In1 H5 N2 F2,0.51
Cu2 As1,1.2833333333333332
Li5 Ti1 V3 O8,1.0294117647058822
Ba5 Bi3 O11,1.1657894736842105
Li6 Mn5 O10,1.0333333333333332
Sn3 O2 F2,0.9357142857142855
Rb2 Sn1 O3,1.325
Tm1 Cu2 O4,0.9785714285714284
Li3 Cu3 P2 O8,0.95
Li2 Mn2 Fe1 O6,0.9727272727272724
Na3 Cu2 O4,1.1666666666666665
Li2 Mn1 V1 P2 H2 O10,0.7861111111111111
Ce2 Ti2 O7,0.9727272727272727
La2 Ce2 O7,1.0727272727272728
Li5 Mn2 Fe3 O10,1.0125
Sm1 Ho1 O3,1.08
Zr3 N2 O3,0.96875
Li3 Mn1 Ni2 O6,1.0041666666666667
Li5 Cr2 Co5 O12,1.0
Co1 I2 O6,0.8611111111111109
Mn3 Co1 Cu2 P6 O24,0.7958333333333332
Li6 Mn1 Ni7 O16,0.9716666666666667
Li4 Fe2 Co3 Sb3 O16,0.95
Li2 Fe1 Si4 O10,0.8647058823529412
Na1 Cu1 P3 O9,0.825
Li6 Cu5 F14,0.898
Na1 Ti5 O10,0.925
Co1 O1 F1,0.8166666666666667
Bi25 O38,0.9968253968253968
Na2 La1 P1 C1 O7,0.9541666666666666
Na1 Ti1 P1 C1 O7,0.8272727272727272
Li2 Bi1 S3,1.25
Zn1 Se1 O4,0.8166666666666667
Li10 Co1 Ni9 O20,1.0
Dy2 W1 O6,0.9388888888888889
Li4 Ti3 Cr2 Fe3 O16,0.95
K2 Sn1 P1 C1 O7,0.9791666666666667
Li2 Ta4 O11,0.8999999999999999
Ti1 Fe5 P6 O24,0.8
Na3 V1 B2 O6,1.0041666666666667
Li4 Cr3 Fe2 Sn3 O16,0.9553571428571428
Ti3 Mn1 Sb2 P6 O24,0.8027777777777777
Ba1 Li2 Ni1 O3,1.1714285714285713
Li1 V2 O1 F5,0.8055555555555556
Cr1 Fe3 Sn2 P6 O24,0.8027777777777777
Na7 Co3 O8,1.1916666666666667
Li1 Mn3 B3 O9,0.8499999999999999
Li2 Fe1 S2 O8,0.8538461538461539
Pu1 Sn1 Au2,1.475
Li1 Pm2 Ge1,1.6
Ga1 Pt3,1.3375000000000001
Li1 Y2 Rh1,1.6
Li1 Pm1 Au2,1.5
Nd2 Sn1 Hg1,1.6625
Mn1 V1 Ru2,1.3375
V1 Br3,1.2
Y2 Cu1 Ru1,1.5625
Y1 Ga3,1.425
Yb1 Mg16 Al12,1.4051724137931034
Y1 Mg1 Rh2,1.5
Sr1 Sn3 Sb4,1.5187499999999998
Ca1 Pr1 Hg2,1.6625
Er2 Si5 Ru3,1.29
Ba1 P1 Ir1,1.4999999999999998
Y2 Al3 Si2,1.364285714285714
Sm1 Sn1 Au2,1.5
Mg1 Mn1 Pt2,1.4
Tm2 Ag1 Hg1,1.65
Tb1 Sm1 Ir2,1.5750000000000002
Sm2 As2 O5,1.0
Mn2 Si1 Ni1,1.3125
Zn1 Cu4 Sn2 Se8,1.2566666666666668
Mg1 Ti1 F5,0.7714285714285714
Ba2 Y1 Tl1 Sn2 O7,1.1615384615384614
Al1 Ag1 O3,0.93
Ca1 Co2 O4,0.9857142857142855
Mg1 Mn1 O2,1.025
K1 Lu1 S2,1.4875
Ti2 Al1 Ni1,1.35
Ho1 Fe1 Si1,1.4166666666666665
Mg1 Co1 Ge1,1.3666666666666667
Al7 Si3 B1 O18,0.8172413793103448
Mg3 Al1 O4,1.01875
Sn1 P1 Pd5,1.35
Y1 Ga5 Co1,1.3785714285714286
Th1 Cd3,1.6125
Sc3 Ni1 C4,1.11875
Sr3 Re1 N3,1.3285714285714287
Mg14 Cd1 Bi1 O16,1.0546875
Mg14 V1 Cd1 O16,1.046875
Mg14 Nb1 Si1 O16,1.0359375
Mg14 Ti1 Fe1 O16,1.04375
Ba1 Y1 Mg14 O16,1.0796875
Mg30 Cr1 Ni1 O32,1.04609375
Mg30 Nb1 Co1 O32,1.046875
Ba1 Hf1 Mg30 O32,1.0609375
La1 Mg30 B1 O32,1.046875
Mg30 Ti1 Cd1 O32,1.0492187499999999
Co1 Cl2 O2,0.91
Zr1 Cu4 Ag1,1.4249999999999998
Gd1 B1 C1,1.1166666666666667
U1 Al1 Ir1,1.45
Er1 H3,0.625
K2 Rb1 Pt1,2.025
Sm2 Mn1 Ga6,1.4333333333333333
Tb2 In1 Cu2,1.5500000000000003
Te4 Mo3 W1 Se2 S2,1.3
La1 P2 Rh2,1.33
Lu2 In1 Cu2,1.5500000000000003
In1 Ga1 Pd2,1.4125
Zr2 Co1 Cu1,1.4500000000000002
La2 Cu1 Ge6,1.4166666666666665
Cu2 I1 O3,0.9833333333333334
Ag2 Pd1 Au1,1.4874999999999998
Be2 Co1 Ru1,1.1875
Ti1 Mn2 Cr1,1.4
Zr2 Re1 Tc1,1.4500000000000002
Cs1 Mg14 B1 O15,1.0790322580645162
Ce1 Mg6 Cu1,1.525
Ca1 Cd1 Sn1,1.6
Zr3 Sc4 N8,1.0833333333333335
Pr1 Sb2,1.5833333333333333
Ni1 Sn1 Cl6 O6,0.8857142857142857
Er1 Tl1 P2 Se6,1.255
Ce4 Se3 N2,1.3499999999999999
Bi6 Te10 Pb1,1.4941176470588236
Na2 Sc1 Cu1 F6,0.9550000000000001
Hf2 Ga3,1.4000000000000001
K2 Cu1 H4,0.9642857142857142
Sb26 O53,0.8797468354430379
Na1 Ca2 La7 Mn10 O30,1.021
Li4 V3 Fe5 O16,0.9446428571428571
Li4 Mn5 Sb1 P6 O24,0.86625
Li4 Cr2 C4 S1 O16,0.8148148148148147
Cr2 P1 O5,0.85
Ti1 Si1 C7 N1 Cl3,0.8500000000000001
Cs1 Zr1 Cu3 Se4,1.422222222222222
Cr1 Cl3 O6,0.7999999999999999
K2 Mo2 O15,0.8578947368421053
Ba1 Eu2 Mn2 O7,1.0708333333333333
Ca1 Au3,1.4625000000000001
Co3 H1,1.0750000000000002
Cr3 Pt1,1.3874999999999997
Dy1 Lu1 Zn2,1.55
Dy1 Mg2,1.5833333333333333
Dy3 V1,1.65
Li1 Tm1 O3,1.0
Mg16 Al12 Sb1,1.3948275862068966
Pm1 Ag3,1.6625
Pm1 Sm1 Zn2,1.6
Sm3 Cd1,1.7750000000000001
Sr2 Zn1 Hg1,1.7125
Ta3 Cu1,1.4249999999999998
Tb3 Zn1,1.65
Y1 Ho3,1.7625
Zr1 Ni1 O3,0.9400000000000001
Sc4 Ge6 Os7,1.3529411764705883
Pu1 B2 Os1,1.1875
Hg5 Br11 N1,1.223529411764706
Nb1 Re1 Si1,1.3
Lu2 Co1 Te2 S2 O14,0.8595238095238095
Y1 H9 C5 N2 O8,0.546
Dy2 Co12 P7,1.2714285714285714
Cs1 Cd1 B1 O3,1.1333333333333333
La4 Co1 S7,1.3458333333333332
Sr1 Ga1 H5,0.65
Rb1 Ta1 Cu2 Se4,1.3875
Cr3 W20 C6,1.220689655172414
K4 Sn1 S4 O4,1.2807692307692309
Fe25 Mo4,1.4068965517241376
La1 S1 O5,0.8499999999999999
Cs1 Ca1 H2 N9 O1,0.8107142857142857
Zn3 Cu1 P2 O9,0.8533333333333334
Fe3 P2 O16,0.7523809523809523
Dy3 Al12 Ru4,1.3394736842105264
Ho9 Sb5 C1 O4,1.3736842105263154
Mg2 P2 O7,0.8363636363636363
Zr1 H12 N5 F4,0.44545454545454544
Cr1 Pb2 F7,0.85
Nd1 Se3 O12,0.78125
Mn1 H16 C4 S4 N8 Cl2,0.5542857142857143
Rh1 N5 Cl3,0.8444444444444446
As1 S4 N3,0.8875000000000001
Ho11 In6 Si4,1.569047619047619
Li7 H5 N4,0.875
Cr1 P1 O10,0.7
Be4 N6 O19,0.6724137931034482
Rb2 Pt1 Br4 O1,1.40625
Na1 Yb1 B4 H16,0.49772727272727274
Ba1 U2 As2 O22,0.7833333333333332
Cs1 H6 C2 S2 N1 O4,0.659375
V2 Pb4 Se6 O21,0.8909090909090909
Sc4 Fe1 Cl5,1.2800000000000002
Na8 H10 S8 O17,0.8162790697674418
Ag6 Te4 W3 O20,0.946969696969697
Sn1 H10 C3 Br3 N1,0.5638888888888888
Mo1 H12 C2 S4 N2,0.5309523809523808
Mg3 Al18 W2,1.2913043478260868
Cd2 S2 O9,0.8076923076923077
Y2 Ag1 Sb3,1.5916666666666668
Li1 La2 V1 O6,1.03
Ce1 Re2 Si1 C1,1.27
Ba1 Ga2 H2,1.05
Y5 Si2 B8,1.2
Tl2 Fe2 S3 O12,0.8842105263157894
Sm1 Mg5 Sb4,1.5150000000000001
Sm4 Cd1 Ir1,1.7166666666666668
Rh2 W1 O6,0.8499999999999999
Pr1 Al10 Os2,1.3038461538461539
Rb2 Be3 Zn2 F12,0.8710526315789473
Li1 Ir1 O2,1.0
Mg2 Be3 Tl2 F12,0.8394736842105263
Na3 La1 As2 O8,1.032142857142857
La1 Co3 Ni2,1.45
Lu6 Ti4 Al43,1.3179245283018868
Nb13 Pb15 O50,0.9724358974358975
La2 Ag1 Sb3,1.6416666666666666
Np1 Mn1 O3 F6,0.7227272727272727
Ho3 Sc2 Al3 O12,0.9700000000000001
Gd3 W1 Cl3 O6,1.0269230769230768
Er1 I3 O11,0.8366666666666666
K1 Ga1 Ge1 O4,1.0214285714285714
Co2 B1 O4,0.8499999999999999
Ca11 Al1 Sb9,1.6238095238095238
Bi4 P3 O12,0.8736842105263157
Be1 N1 F3,0.64
Ba1 Na1 P1 O4,1.0499999999999998
Au1 Cl4,1.07
Zr2 Fe1 Co3,1.4249999999999998
Y1 Co2 B4 Rh2,1.1777777777777778
Ti1 Nb2 O7,0.8499999999999999
Ti1 Cr3 Cu2 Se8,1.25
U5 Cl1 O12,0.9416666666666667
Ti3 Nb1 Al2 C2,1.1937499999999999
U1 Fe5 Co5 Si2,1.3615384615384618
Yb1 Cd6,1.5785714285714285
Tb4 Cu5 P7,1.296875
Sr1 Y1 Co1 O4,1.0785714285714285
Ta1 Fe4 Si1,1.3583333333333332
Sr2 Co1 Ru1 O6,1.025
K2 Zn2 Mo3 O12,0.981578947368421
Pr2 Mn1 Rh1 O6,1.005
Pm1 Pa1 O4,1.0083333333333333
Pb4 Se1 S3,1.41875
Na1 Sr2 Nb5 O15,0.958695652173913
Nd9 Ni24 Sn49,1.4646341463414634
Na4 Al3 Si7 H8 O24,0.7619565217391304
Na1 Nb2 Se4,1.3285714285714283
Mg1 Ti11 O20,0.903125
La1 Yb1 Mo12 Se16,1.3166666666666664
La3 Nd1 Cu2 O8,1.0857142857142856
La2 Ge4 Ir1 Pd3,1.4449999999999998
In1 Ag1 Se2,1.3625
K2 Mg5 Si12 O30,0.879591836734694
Hf1 Al1 Mo1,1.4166666666666665
Er4 Mg1 S7,1.2916666666666665
Cs1 Ta1 W1 O6,1.0
Cs1 B1 H4,0.7416666666666666
Co1 Ni1 Ge1,1.3166666666666667
Cs1 W3 Br7,1.3363636363636362
Cr4 Se3 S3,1.2049999999999998
Cu3 B2 O6,0.8499999999999999
Ce2 Se1 S1,1.4625
Ce1 Ga2 Ni3,1.4166666666666667
Ca1 Eu1 S2,1.4125
Ba1 Sr1 Y4 Cu2 O10,1.113888888888889
Ba1 La2 Fe2 O5 F4,0.9892857142857141
Ba3 Nd3 Co6 O16,1.0607142857142857
Ce2 B12 Br2 O27,0.7534883720930232
Cu1 Ag64 Hg3 As16 S60,1.2961805555555557
Co1 O1,0.9750000000000001
Ga1 N1,0.9750000000000001
Al38 O21,1.0186440677966102
Na1 Mo1 N2,1.1375
Mn3 Ni8 N9,1.0425
K1 Sn1 N1,1.4333333333333336
Mn10 Cd1 N8,1.0921052631578947
Co1 C2 N3,0.7833333333333333
Sr3 Cr2 N4,1.2666666666666666
Ti4 S3 N2,1.0999999999999999
Li1 Cr1 N1,1.1666666666666665
Sr5 Fe2 N4,1.4
In1 C1 N2,0.8875
Ca5 V1 N5,1.2363636363636363
Sr1 Ni2 Ge1,1.4875
Ti2 Zn3 Si3 O12,0.8675
Al2 Fe1 Rh1,1.3125
Yb2 Se1 O2,1.17
Nd4 Si2 Se3 O7,1.078125
Be12 Cr1,1.076923076923077
Sc2 C3,1.06
Pr1 Se1,1.5
Sr1 Sb1 F5,0.85
Yb2 Ge1,1.583333333333333
K1 Tb3 F10,0.8892857142857142
Nb5 Ge3,1.375
Al2 Mo3 C1,1.2583333333333333
Lu4 Ge6 Rh7,1.4088235294117648
Ta2 Ni1,1.4166666666666665
La3 Ni2 O7,1.0625
Na1 Fe1 O2,1.1
Cr1 P1 O4,0.7999999999999999
Sr2 Cr1 O4,1.114285714285714
Ca1 Fe2 O4,0.9999999999999998
Eu1 Ni1 O3,1.0
Gd1 Ni2 P2,1.3000000000000003
Tm2 Ni21 B6,1.274137931034483
V1 Cu3 Se4,1.25
Yb1 Co1 B4,1.0833333333333333
Ta1 Ni1 B2,1.125
Pu1 Sn3,1.525
Er1 Rh1,1.55
Cr1 Fe1 H18 N6 F6,0.44375
Cd1 H4 N1 Cl3,0.6888888888888889
Ta1 H2,0.6499999999999999
Li1 Fe1 P4 O12,0.7805555555555554
Te1 As1 F5,0.7214285714285713
Rb2 Ti1 Cl6,1.3444444444444446
Ba2 Fe3 F10,0.8999999999999999
K1 In1 Br3,1.44
Sm4 Cl6 O1,1.2727272727272727
Li1 Dy2 Br5,1.3375
Rb1 Ga1 Cl4,1.275
In1 Pd3,1.4374999999999998
Dy5 Bi3,1.69375
Ba2 Nb1 Cr1 O6,1.075
Mg2 Pt1 O4,0.9642857142857142
Mg1 Ge1 P2,1.1875
Br3 N1,1.025
Ho2 Co12 P7,1.2714285714285714
Yb1 Pt2,1.4833333333333334
Ca1 Pt1 O3,0.9900000000000001
Mg1 P2 H20 C4 N8 O12,0.5042553191489362
Sr1 V13 O18,0.9484375
Rb2 V3 O8,1.0423076923076924
Na1 H8 S1 N1 O6,0.5323529411764706
Zr1 P2 H4 O9,0.621875
V5 O9,0.8678571428571429
Cr1 Fe1 Bi2 O6,0.9600000000000001
Y1 Cl1 O1,1.1333333333333333
H10 C3 N1 Cl1 O1,0.428125
Sr5 Cr3 Cl1 O12,1.0666666666666664
Ba13 Dy8 Zn4 Pt4 O37,1.1356060606060605
Zr1 Cr1 F6,0.74375
Th1 B4 Mo1,1.1083333333333334
Pr3 W1 Cl3 O6,1.0384615384615383
Li1 Y1 P4 O12,0.8027777777777777
Ba2 In1 Cl1 O3,1.2357142857142855
Nb1 Tl1 B2 O6,0.865
U1 Ag1 I1 O6,0.9277777777777778
Y2 Si2 O7,0.9090909090909092
Co5 Te4 Cl4 O11,0.95625
Sr1 Si6 N8,0.92
Na1 C2 N3,0.8583333333333334
Ca3 Al2 N4,1.1666666666666665
Nb1 Co1 Te2,1.4
Dy3 Al2,1.55
Ce3 Ag4 Sn4,1.6136363636363638
Rb3 Er3 P4 S16,1.2423076923076923
Li3 Co2 P3 O12,0.8625
Ga2 Fe2 S5,1.1555555555555554
Ge1 Pb1 S3,1.21
Na1 Te1 H6 O6 F1,0.5866666666666667
Sr1 Cu3 Ru4 O12,0.9225
Ba3 Sr1 Ru2 O9,1.0966666666666667
Ca3 Y2 Ge3 O12,0.9975
Nb15 Ir1 S32,1.1479166666666667
In1 Ag1 S2,1.2875
Mg2 Ti1 O4,0.9714285714285713
Fe1 H4 S2 N1 O8,0.6156250000000001
Ba2 Tm2 Al3 Si5 N11 O3,1.0000000000000002
K2 O1,1.6666666666666667
H1 W2 O6,0.7277777777777777
Mg1 Ti3 Pb5 W1 O15,1.0020000000000002
Ba2 La2 Mg1 Ti3 O12,1.0550000000000002
Ba1 As2 Pd2,1.4499999999999997
Rb1 Li1 H4 S2 N2 O6,0.73125
Ho2 Be2 Si1 O7,0.9083333333333334
Li2 Co1 P4 O12,0.8131578947368421
Li3 Mo4 P5 O24,0.8208333333333333
Ba1 H6 C2 S2 N2 O3,0.6343749999999999
Np1,1.75
Sc1 Sb1 Pt1,1.4666666666666666
Na2 B5 H5 O11,0.682608695652174
Na1 Ca2 B9 H8 O20,0.67625
Cr3 Si1,1.3249999999999997
Li2 Fe2 Si2 O7,0.9307692307692308
Li3 V2 F8,0.8500000000000001
U3 O5,1.03125
Ca1 H4 S1 O6,0.6166666666666667
Li2 Ni1 P2 O7,0.8708333333333333
Li2 Si4 Ni5 O14,0.8980000000000001
Li4 Fe1 Sb1 W2 O12,0.9275
Mg3 Fe3 O8,0.9642857142857142
Fe1 P2 S6,1.0444444444444443
Li1 V1 Si1 O4,0.8999999999999999
Ba1 Nd1 O3,1.1600000000000001
Li2 Mn1 Sn1 O4,1.01875
Li3 V2 F9,0.825
Li1 V1 S2,1.2
Ho1 Tl1 O2,1.2125
Na1 Ti1 S2,1.3
Li1 V2 O4,0.9357142857142857
Ho1 Ti1 O3,0.99
Li4 Cr3 Ni1 O8,1.009375
V4 Cr1 Co1 O12,0.8527777777777777
Ta2 Mn2 O7,0.8999999999999999
Li1 V2 Fe1 O6,0.915
Li1 Mn1 Fe1 O4,0.95
Li1 Re4 O12,0.8264705882352941
Li1 Fe1 O2,1.0125
Li4 Cu3 W1 O8,1.0
Li3 Cr1 Fe2 O6,1.0125
Ca3 W2 O9,0.9642857142857142
Li1 Fe1 Si3 O8,0.8423076923076924
Li1 Cu1 P4 O12,0.7777777777777777
Li2 Co3 Sb1 O8,0.9428571428571428
Li2 P2 W1 O8,0.8500000000000001
Li4 Fe3 Co3 Sb2 O16,0.9482142857142857
Li1 Co1 Sn1 O4,0.95
Na2 Te1 H5 S1 O10,0.6973684210526315
Li1 Fe1 P3 O9,0.8035714285714286
V1 O1 F1,0.8166666666666667
Mn2 V1 Ni3 P6 O24,0.7944444444444443
Li3 Fe4 P3 H12 O19,0.6670731707317074
Cs1 B10 H13 C1,0.6020000000000001
Li2 Nb4 Zn1 O12,0.9078947368421052
V2 P1 H10 N1 O11,0.538
Li2 Bi2 P2 O9,0.9
V2 F7,0.6888888888888889
Li1 V1 F5,0.7571428571428571
Li1 Cu1 P2 O6,0.8400000000000001
Rb1 Li1 V1 P2 O8,0.9192307692307693
K2 Li2 Co1 O4,1.2277777777777779
Na1 H4 Au1 Br4 O2,0.8291666666666666
Pt1 S2,1.1166666666666667
Li4 Ti3 Fe3 Te2 O16,0.95
Li1 Ti2 Co3 O10,0.89375
Li5 Mn5 Co2 O12,1.00625
Li4 Fe3 Cu2 Sb3 O16,0.9517857142857142
Li1 V1 Cr1 P4 O14,0.7904761904761903
Li2 Mn2 Si3 O10,0.8823529411764708
Li3 Mn1 P1 C1 O7,0.8961538461538462
Mn1 H8 C2 S2 N2 O4,0.5526315789473684
Li7 Ni11 O22,0.9550000000000001
Na1 Sb1 As1 C1 O7,0.8454545454545455
Li2 Mn5 Fe2 O12,0.9476190476190476
Li6 Mg1 Ni7 O16,0.9750000000000001
Li2 V1 S1 O4 F3,0.8318181818181818
Ba1 La1 Cl5,1.2999999999999998
Cs4 Hf1 O4,1.5944444444444443
Li2 Cr3 Co2 O12,0.894736842105263
Li1 Nb8 O10,1.0026315789473683
Li2 Cr5 B3 O13,0.8804347826086956
K2 Ce1 P1 C1 O7,1.0125000000000002
Li4 Mn3 Co3 W2 O16,0.9410714285714286
Li4 Ti2 Co3 Sn3 O16,0.95
Ti2 N2 O1,0.94
Cr2 Fe3 Sb1 P6 O24,0.8013888888888888
V3 Cr1 Sn2 P6 O24,0.798611111111111
Na1 Ti1 O2,1.1
Mn8 O13 F3,0.8541666666666665
Ba3 Y2 Br12,1.4029411764705881
Li2 Pr1 P2,1.35
Li1 V4 O1 F11,0.7617647058823529
Li1 V2 Si2 O8,0.8576923076923078
Li4 V3 O1 F11,0.8394736842105263
Mn4 P6 O21,0.7806451612903225
Na5 Gd1 O4,1.32
Nb4 Re1 O4,1.0611111111111111
Pr2 Zn1 Ir1,1.6
Ca1 Mg1 Pb1,1.7000000000000002
Ac1 In1 Au2,1.55
Ho2 Ir1 Rh1,1.5499999999999998
Hf1 Ta1 Tc2,1.425
Cs2 Mg1 P4 H8 O16,0.7193548387096773
Ba1 Na1 Hg2,1.7375
Ce1 Sn1 Au2,1.5
Y6 Cu11 O24,0.976829268292683
Na1 Li1 Te1,1.5499999999999998
Na1 Sm1 Ti1 O4,1.064285714285714
Ac3 Yb1,1.9
Ho3 Zr1,1.7
Ni3 H1,1.0750000000000002
Ta2 Tc1 Mo1,1.425
Mg1 Rh2 Pb1,1.5
Rb3 Sm1,2.225
Tb1 Y1 Rh2,1.5625
Y1 Er1 Hg2,1.6375
Y1 Er1 Tl2,1.8375
Na3 Mg1,1.725
Dy2 Zn1 Ir1,1.5499999999999998
Ca1 Co2 Cu2 O8,0.9230769230769231
Mg1 Fe2 O4,0.9571428571428571
La2 Mg1 Sn1 O6,1.045
Mg1 Sn1 O2,1.0375
Y2 Co2 O7,0.9545454545454546
Ca1 Cr2 Si8 O20,0.8193548387096774
Ca2 Ta2 Cu1 O8,0.9730769230769231
Y1 Co1 O3,0.9900000000000001
Mg2 Fe1 W1 O6,0.935
Ca1 Ni2 O4,0.9857142857142855
Lu1 Fe1 C2,1.1375
Fe1 B1,1.125
Cd1 N1,1.1
Zr1 C1,1.125
Sn3 H6 C1 N1 O7,0.6333333333333333
Sc2 Mn1 Sn1,1.5125
Eu1 Cd1 Sn1,1.6166666666666667
Rb2 Li5 B7 O14,0.9392857142857143
Y2 Re2 Si2 C1,1.3142857142857143
Mn1 Cu2 Si1 Te4,1.3499999999999999
W3 Se4 S2,1.1833333333333331
Te1 Mo2 Se1 S2,1.2416666666666665
Ba1 Ca1 Mg6 O8,1.109375
Rb1 Mg6 Cr1 O8,1.096875
Hf1 Mg14 Ga1 O16,1.0453125
Tm3 Ga1 C1,1.45
Sr1 Mg30 Cr1 O32,1.05625
Cs1 La1 Mg30 O32,1.07421875
Li1 Mg30 Ga1 O32,1.04609375
Mg1 P4 Rh6,1.2363636363636363
Sr1 U1,1.875
Rb1 Ge1,1.8
Cs1 B1,1.725
Mn1 Si1 Ni1,1.2833333333333332
Nd1 Ru3,1.4375
Ti1 Si1,1.25
Al1 C3,0.8374999999999999
Sr1 Al1 H3,0.8
Tm2 In1 Ni2,1.5500000000000003
Eu1 Si3 Ir1,1.3
Pr1 As1 Se1,1.3833333333333333
Ca1 Zn1 Pb1,1.65
Ba2 Pr1 Sb1 O6,1.12
Er1,1.75
Sr5 Ca3 Mn7 Fe1 O24,1.025
Sr7 Ca1 Mn2 Fe6 O24,1.035
